tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	gene_biotype	gene_name	gene_source	protein_id	transcript_biotype	transcript_name	transcript_source	ensembl_canonical	seleno
XM_016910696	LOC100578213	CM009932.2	+	3	2163	1656	368	139	protein_coding		RefSeq	XP_016766185	protein_coding		RefSeq	True	False
XM_016910823	LOC726924	CM009932.2	+	9	4445	1314	168	2963	protein_coding		RefSeq	XP_016766312	protein_coding		RefSeq	False	False
XM_001122641	LOC726924	CM009932.2	+	9	4448	1317	168	2963	protein_coding		RefSeq	XP_001122641	protein_coding		RefSeq	False	False
XM_006565856	LOC726924	CM009932.2	+	9	4293	1161	169	2963	protein_coding		RefSeq	XP_006565919	protein_coding		RefSeq	False	False
XM_006565855	LOC726924	CM009932.2	+	10	4461	1329	169	2963	protein_coding		RefSeq	XP_006565918	protein_coding		RefSeq	False	False
XM_006565854	LOC726924	CM009932.2	+	10	4464	1332	169	2963	protein_coding		RefSeq	XP_006565917	protein_coding		RefSeq	True	False
XM_006565857	LOC726924	CM009932.2	+	10	8173	1158	169	6846	protein_coding		RefSeq	XP_006565920	protein_coding		RefSeq	False	False
XM_006565858	LOC726924	CM009932.2	+	9	4290	1158	169	2963	protein_coding		RefSeq	XP_006565921	protein_coding		RefSeq	False	False
XM_001120754	LOC724850	CM009932.2	+	7	1569	1263	268	38	protein_coding		RefSeq	XP_001120754	protein_coding		RefSeq	True	False
XM_016910937	LOC100579058	CM009932.2	+	8	3501	1242	1805	454	protein_coding		RefSeq	XP_016766426	protein_coding		RefSeq	True	False
XM_003249756	LOC100579058	CM009932.2	+	8	1827	1197	176	454	protein_coding		RefSeq	XP_003249804	protein_coding		RefSeq	False	False
XM_006561148	LOC100579058	CM009932.2	+	8	2406	1170	782	454	protein_coding		RefSeq	XP_006561211	protein_coding		RefSeq	False	False
XM_006561133	LOC725119	CM009932.2	-	15	3912	3408	304	200	protein_coding		RefSeq	XP_006561196	protein_coding		RefSeq	True	False
XM_026439027	LOC725119	CM009932.2	-	14	3406	2856	351	199	protein_coding		RefSeq	XP_026294812	protein_coding		RefSeq	False	False
XM_395496	LOC412030	CM009932.2	+	5	1243	618	354	271	protein_coding		RefSeq	XP_395496	protein_coding		RefSeq	True	False
XM_003250703	LOC100576984	CM009932.2	+	4	1867	1224	566	77	protein_coding		RefSeq	XP_003250751	protein_coding		RefSeq	True	False
XM_026446369	GeneID_411453	CM009932.2	+	14	2800	2382	38	380	protein_coding	Calpb	RefSeq	XP_026302154	protein_coding		RefSeq	False	False
XM_026446368	GeneID_411453	CM009932.2	+	14	2896	2472	44	380	protein_coding	Calpb	RefSeq	XP_026302153	protein_coding		RefSeq	False	False
XM_026446372	GeneID_411453	CM009932.2	+	16	2947	2319	248	380	protein_coding	Calpb	RefSeq	XP_026302157	protein_coding		RefSeq	False	False
XM_026446370	GeneID_411453	CM009932.2	+	15	3216	2346	490	380	protein_coding	Calpb	RefSeq	XP_026302155	protein_coding		RefSeq	False	False
XM_026446375	GeneID_411453	CM009932.2	+	12	2174	1989	50	135	protein_coding	Calpb	RefSeq	XP_026302160	protein_coding		RefSeq	False	False
XM_026446373	GeneID_411453	CM009932.2	+	15	2828	2067	381	380	protein_coding	Calpb	RefSeq	XP_026302158	protein_coding		RefSeq	False	False
XM_026446374	GeneID_411453	CM009932.2	+	15	2808	2067	361	380	protein_coding	Calpb	RefSeq	XP_026302159	protein_coding		RefSeq	False	False
XM_026446367	GeneID_411453	CM009932.2	+	15	3097	2517	47	533	protein_coding	Calpb	RefSeq	XP_026302152	protein_coding		RefSeq	True	False
XM_026446371	GeneID_411453	CM009932.2	+	13	2752	2337	35	380	protein_coding	Calpb	RefSeq	XP_026302156	protein_coding		RefSeq	False	False
NM_001160405	GeneID_411453	CM009932.2	+	13	2962	2166	263	533	protein_coding	Calpb	RefSeq	NP_001153877	protein_coding		RefSeq	False	False
XM_003249103	LOC100576121	CM009932.2	-	7	2275	1743	188	344	protein_coding		RefSeq	XP_003249151	protein_coding		RefSeq	True	False
XM_026439146	LOC100576121	CM009932.2	-	7	1943	1488	112	343	protein_coding		RefSeq	XP_026294931	protein_coding		RefSeq	False	False
XM_016918045	LOC100577226	CM009932.2	+	4	1678	1269	392	17	protein_coding		RefSeq	XP_016773534	protein_coding		RefSeq	True	False
XM_003250709	LOC100577226	CM009932.2	+	4	1681	1218	390	73	protein_coding		RefSeq	XP_003250757	protein_coding		RefSeq	False	False
XR_003304164	LOC102656676	CM009932.2	-	3	333	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_623167	LOC411697	CM009932.2	-	5	2928	1227	113	1588	protein_coding		RefSeq	XP_623170	protein_coding		RefSeq	True	False
XM_016918014	LOC107966085	CM009932.2	-	4	754	708	23	23	protein_coding		RefSeq	XP_016773503	protein_coding		RefSeq	False	False
XM_026446427	LOC107966085	CM009932.2	-	3	841	795	23	23	protein_coding		RefSeq	XP_026302212	protein_coding		RefSeq	True	False
XR_003304179	LOC107966114	CM009932.2	+	2	3072	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_397367	LOC413928	CM009932.2	+	4	733	537	152	44	protein_coding		RefSeq	XP_397367	protein_coding		RefSeq	True	False
XM_006568787	LOC551891	CM009932.2	+	7	2182	1632	266	284	protein_coding		RefSeq	XP_006568850	protein_coding		RefSeq	False	False
XM_006568786	LOC551891	CM009932.2	+	7	2194	1650	260	284	protein_coding		RefSeq	XP_006568849	protein_coding		RefSeq	True	False
XM_026446453	LOC551891	CM009932.2	+	7	2219	1431	504	284	protein_coding		RefSeq	XP_026302238	protein_coding		RefSeq	False	False
XM_016910767	LOC551891	CM009932.2	+	7	1516	1119	260	137	protein_coding		RefSeq	XP_016766256	protein_coding		RefSeq	False	False
NM_001242977	GeneID_100642170	CM009932.2	+	5	1221	1221	0	0	protein_coding	Or52	RefSeq	NP_001229906	protein_coding		RefSeq	True	False
XM_026438961	LOC100577496	CM009932.2	-	8	3102	1956	114	1032	protein_coding		RefSeq	XP_026294746	protein_coding		RefSeq	False	False
XM_026438960	LOC100577496	CM009932.2	-	7	3264	2118	114	1032	protein_coding		RefSeq	XP_026294745	protein_coding		RefSeq	True	False
XM_006568899	LOC102653940	CM009932.2	-	2	5067	675	1269	3123	protein_coding		RefSeq	XP_006568962	protein_coding		RefSeq	True	False
XM_026438973	LOC100578397	CM009932.2	-	2	1621	978	215	428	protein_coding		RefSeq	XP_026294758	protein_coding		RefSeq	True	False
XM_026439207	LOC726230	CM009932.2	-	3	1138	546	141	451	protein_coding		RefSeq	XP_026294992	protein_coding		RefSeq	True	False
XM_001121986	LOC726230	CM009932.2	-	4	1285	360	163	762	protein_coding		RefSeq	XP_001121986	protein_coding		RefSeq	False	False
XM_623196	LOC408706	CM009932.2	-	12	4605	2604	267	1734	protein_coding		RefSeq	XP_623199	protein_coding		RefSeq	True	False
XM_006561162	LOC408706	CM009932.2	-	11	4497	2496	267	1734	protein_coding		RefSeq	XP_006561225	protein_coding		RefSeq	False	False
XM_006568794	LOC552092	CM009932.2	+	11	6392	4920	1014	458	protein_coding		RefSeq	XP_006568857	protein_coding		RefSeq	True	False
XM_016910680	LOC552092	CM009932.2	+	10	6365	4893	1014	458	protein_coding		RefSeq	XP_016766169	protein_coding		RefSeq	False	False
XM_016910679	LOC552092	CM009932.2	+	11	6391	4917	1016	458	protein_coding		RefSeq	XP_016766168	protein_coding		RefSeq	False	False
XM_006568955	LOC410824	CM009932.2	+	13	3283	2274	724	285	protein_coding		RefSeq	XP_006569018	protein_coding		RefSeq	True	False
XM_003251248	LOC410824	CM009932.2	+	12	3028	2274	469	285	protein_coding		RefSeq	XP_003251296	protein_coding		RefSeq	False	False
XM_006568954	LOC410824	CM009932.2	+	12	3037	2274	478	285	protein_coding		RefSeq	XP_006569017	protein_coding		RefSeq	False	False
XM_006568982	LOC551167	CM009932.2	+	15	7804	3969	827	3008	protein_coding		RefSeq	XP_006569045	protein_coding		RefSeq	False	False
XM_006568983	LOC551167	CM009932.2	+	19	8183	3969	1206	3008	protein_coding		RefSeq	XP_006569046	protein_coding		RefSeq	False	False
XM_623561	LOC551167	CM009932.2	+	20	8253	4032	1213	3008	protein_coding		RefSeq	XP_623564	protein_coding		RefSeq	True	False
XM_006568981	LOC551167	CM009932.2	+	16	7876	4032	836	3008	protein_coding		RefSeq	XP_006569044	protein_coding		RefSeq	False	False
XM_016918087	LOC551167	CM009932.2	+	15	7525	4032	485	3008	protein_coding		RefSeq	XP_016773576	protein_coding		RefSeq	False	False
XM_016918088	LOC551167	CM009932.2	+	14	7453	3969	476	3008	protein_coding		RefSeq	XP_016773577	protein_coding		RefSeq	False	False
XM_026446478	LOC551167	CM009932.2	+	15	7890	4032	850	3008	protein_coding		RefSeq	XP_026302263	protein_coding		RefSeq	False	False
XR_408229	LOC551997	CM009932.2	-	19	3963	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_624379	LOC551997	CM009932.2	-	20	4670	4248	103	319	protein_coding		RefSeq	XP_624382	protein_coding		RefSeq	True	False
XM_395542	LOC412076	CM009932.2	+	6	1405	1209	123	73	protein_coding		RefSeq	XP_395542	protein_coding		RefSeq	True	False
XM_026439188	LOC100577751	CM009932.2	-	8	1951	1419	144	388	protein_coding		RefSeq	XP_026294973	protein_coding		RefSeq	False	False
XM_026439186	LOC100577751	CM009932.2	-	8	1967	1440	139	388	protein_coding		RefSeq	XP_026294971	protein_coding		RefSeq	False	False
XM_026439187	LOC100577751	CM009932.2	-	8	1931	1440	103	388	protein_coding		RefSeq	XP_026294972	protein_coding		RefSeq	False	False
XM_026439184	LOC100577751	CM009932.2	-	8	1972	1440	144	388	protein_coding		RefSeq	XP_026294969	protein_coding		RefSeq	True	False
XM_026439189	LOC100577751	CM009932.2	-	7	1806	1272	146	388	protein_coding		RefSeq	XP_026294974	protein_coding		RefSeq	False	False
XR_412340	LOC726053	CM009932.2	-	19	3714	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_026446467	LOC726053	CM009932.2	-	16	3483	2571	431	481	protein_coding		RefSeq	XP_026302252	protein_coding		RefSeq	False	False
XM_016917347	LOC726053	CM009932.2	-	17	3597	2685	431	481	protein_coding		RefSeq	XP_016772836	protein_coding		RefSeq	False	False
XM_016917346	LOC726053	CM009932.2	-	17	3654	2742	431	481	protein_coding		RefSeq	XP_016772835	protein_coding		RefSeq	False	False
XM_016917345	LOC726053	CM009932.2	-	18	3768	2856	431	481	protein_coding		RefSeq	XP_016772834	protein_coding		RefSeq	True	False
NM_001242971	GeneID_100577714	CM009932.2	+	5	1446	1242	0	204	protein_coding	Or35	RefSeq	NP_001229900	protein_coding		RefSeq	True	False
XM_006568805	LOC102656093	CM009932.2	+	7	1986	1764	140	82	protein_coding		RefSeq	XP_006568868	protein_coding		RefSeq	True	False
XM_026439070	LOC726760	CM009932.2	+	12	2434	2148	193	93	protein_coding		RefSeq	XP_026294855	protein_coding		RefSeq	True	False
XM_006568936	LOC410821	CM009932.2	+	6	2018	774	228	1016	protein_coding		RefSeq	XP_006568999	protein_coding		RefSeq	False	False
XM_016910842	LOC410821	CM009932.2	+	5	2257	774	467	1016	protein_coding		RefSeq	XP_016766331	protein_coding		RefSeq	False	False
XM_006568937	LOC410821	CM009932.2	+	5	2760	774	970	1016	protein_coding		RefSeq	XP_006569000	protein_coding		RefSeq	True	False
XM_006568935	LOC410821	CM009932.2	+	5	2178	774	388	1016	protein_coding		RefSeq	XP_006568998	protein_coding		RefSeq	False	False
XM_026439053	LOC102655285	CM009932.2	-	6	1612	1125	424	63	protein_coding		RefSeq	XP_026294838	protein_coding		RefSeq	False	False
XM_026439054	LOC102655285	CM009932.2	-	6	1594	1107	424	63	protein_coding		RefSeq	XP_026294839	protein_coding		RefSeq	False	False
XM_026439055	LOC102655285	CM009932.2	-	6	1585	1098	424	63	protein_coding		RefSeq	XP_026294840	protein_coding		RefSeq	False	False
XM_026439052	LOC102655285	CM009932.2	-	6	1621	1134	424	63	protein_coding		RefSeq	XP_026294837	protein_coding		RefSeq	True	False
XM_016910719	LOC107964039	CM009932.2	-	1	2314	624	28	1662	protein_coding		RefSeq	XP_016766208	protein_coding		RefSeq	True	False
XM_396615	LOC413164	CM009932.2	-	3	1316	597	249	470	protein_coding		RefSeq	XP_396615	protein_coding		RefSeq	True	False
XR_001702285	LOC107964104	CM009932.2	+	3	470	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_624808	LOC552434	CM009932.2	-	1	1838	1365	279	194	protein_coding		RefSeq	XP_624811	protein_coding		RefSeq	True	False
XR_001702234	LOC102656630	CM009932.2	+	3	719	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_624719	LOC552343	CM009932.2	+	8	2135	1821	121	193	protein_coding		RefSeq	XP_624722	protein_coding		RefSeq	True	False
NM_001077811	GeneID_409040	CM009932.2	+	9	1287	1287	0	0	protein_coding	Hiscl1	RefSeq	NP_001071279	protein_coding		RefSeq	True	False
XM_006561078	GeneID_409040	CM009932.2	+	9	3747	1254	436	2057	protein_coding	Hiscl1	RefSeq	XP_006561141	protein_coding		RefSeq	False	False
XM_006568197	LOC410862	CM009932.2	-	10	4139	1713	1082	1344	protein_coding		RefSeq	XP_006568260	protein_coding		RefSeq	True	False
XM_006568198	LOC410862	CM009932.2	-	10	2982	1593	1082	307	protein_coding		RefSeq	XP_006568261	protein_coding		RefSeq	False	False
XM_026439056	LOC102655218	CM009932.2	+	4	1450	933	477	40	protein_coding		RefSeq	XP_026294841	protein_coding		RefSeq	True	False
XM_394373	LOC410897	CM009932.2	-	4	1270	627	150	493	protein_coding		RefSeq	XP_394373	protein_coding		RefSeq	True	False
GeneID_732497_t1	GeneID_732497	CM009932.2	+	1	21	0	0	0	pre_miRNA	Mir210	RefSeq		miRNA	Mir210_t1	RefSeq	False	False
NR_031514	GeneID_732497	CM009932.2	+	1	85	0	0	0	pre_miRNA	Mir210	RefSeq		pre_miRNA		RefSeq	True	False
XM_006568858	LOC408676	CM009932.2	+	15	2792	1830	394	568	protein_coding		RefSeq	XP_006568921	protein_coding		RefSeq	False	False
XM_026439297	LOC408676	CM009932.2	+	13	2234	1431	163	640	protein_coding		RefSeq	XP_026295082	protein_coding		RefSeq	False	False
XM_392214	LOC408676	CM009932.2	+	12	2791	1761	390	640	protein_coding		RefSeq	XP_392214	protein_coding		RefSeq	False	False
XM_026439296	LOC408676	CM009932.2	+	14	2865	1830	395	640	protein_coding		RefSeq	XP_026295081	protein_coding		RefSeq	True	False
XM_006568862	LOC408676	CM009932.2	+	13	2617	1581	396	640	protein_coding		RefSeq	XP_006568925	protein_coding		RefSeq	False	False
XM_006568860	LOC408676	CM009932.2	+	13	2817	1782	395	640	protein_coding		RefSeq	XP_006568923	protein_coding		RefSeq	False	False
XM_006568859	LOC408676	CM009932.2	+	13	2859	1824	395	640	protein_coding		RefSeq	XP_006568922	protein_coding		RefSeq	False	False
GeneID_107964109_t1	GeneID_107964109	CM009932.2	-	1	72	0	0	0	tRNA	TRNAQ-UUG-6	RefSeq		tRNA	TRNAQ-UUG-6_t1	RefSeq	True	False
XM_006561129	LOC102654426	CM009932.2	+	4	817	567	118	132	protein_coding		RefSeq	XP_006561192	protein_coding		RefSeq	True	False
XM_006568840	LOC408678	CM009932.2	-	8	3050	1659	587	804	protein_coding		RefSeq	XP_006568903	protein_coding		RefSeq	False	False
XM_006568837	LOC408678	CM009932.2	-	8	3109	1659	646	804	protein_coding		RefSeq	XP_006568900	protein_coding		RefSeq	False	False
XM_397517	LOC408678	CM009932.2	-	8	2688	1659	225	804	protein_coding		RefSeq	XP_397517	protein_coding		RefSeq	False	False
XM_006568838	LOC408678	CM009932.2	-	8	3128	1659	665	804	protein_coding		RefSeq	XP_006568901	protein_coding		RefSeq	True	False
XM_006568839	LOC408678	CM009932.2	-	8	3031	1659	568	804	protein_coding		RefSeq	XP_006568902	protein_coding		RefSeq	False	False
XM_026446484	LOC552311	CM009932.2	+	4	3346	1173	2023	150	protein_coding		RefSeq	XP_026302269	protein_coding		RefSeq	False	False
XM_026446483	LOC552311	CM009932.2	+	4	3368	1251	1967	150	protein_coding		RefSeq	XP_026302268	protein_coding		RefSeq	True	False
XM_026439058	LOC551743	CM009932.2	+	4	2581	2127	348	106	protein_coding		RefSeq	XP_026294843	protein_coding		RefSeq	True	False
XR_411267	LOC102653600	CM009932.2	-	2	322	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006568777	LOC410812	CM009932.2	+	5	1369	585	447	337	protein_coding		RefSeq	XP_006568840	protein_coding		RefSeq	True	False
XM_006568776	LOC410812	CM009932.2	+	5	1117	585	195	337	protein_coding		RefSeq	XP_006568839	protein_coding		RefSeq	False	False
XM_016918146	LOC410812	CM009932.2	+	5	989	585	67	337	protein_coding		RefSeq	XP_016773635	protein_coding		RefSeq	False	False
XM_006568745	LOC100577927	CM009932.2	-	7	2683	2295	382	6	protein_coding		RefSeq	XP_006568808	protein_coding		RefSeq	False	False
XM_006568744	LOC100577927	CM009932.2	-	8	2722	2577	139	6	protein_coding		RefSeq	XP_006568807	protein_coding		RefSeq	True	False
XM_001120381	LOC724507	CM009932.2	-	7	1189	1092	50	47	protein_coding		RefSeq	XP_001120381	protein_coding		RefSeq	True	False
XM_026446389	LOC724792	CM009932.2	+	5	2355	2115	227	13	protein_coding		RefSeq	XP_026302174	protein_coding		RefSeq	False	False
XM_026446388	LOC724792	CM009932.2	+	5	2472	2238	221	13	protein_coding		RefSeq	XP_026302173	protein_coding		RefSeq	True	False
XM_003250726	LOC410874	CM009932.2	+	18	6509	4932	281	1296	protein_coding		RefSeq	XP_003250774	protein_coding		RefSeq	True	False
XM_006565867	LOC410874	CM009932.2	+	18	6441	4863	282	1296	protein_coding		RefSeq	XP_006565930	protein_coding		RefSeq	False	False
XM_006561112	LOC724424	CM009932.2	+	5	2291	1932	170	189	protein_coding		RefSeq	XP_006561175	protein_coding		RefSeq	True	False
XM_026446502	LOC724424	CM009932.2	+	5	2159	1677	293	189	protein_coding		RefSeq	XP_026302287	protein_coding		RefSeq	False	False
XM_624300	LOC551914	CM009932.2	+	6	3618	1260	336	2022	protein_coding		RefSeq	XP_624303	protein_coding		RefSeq	True	False
XR_003306555	LOC113219425	CM009932.2	-	2	1213	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006561125	LOC409039	CM009932.2	+	11	6501	5451	159	891	protein_coding		RefSeq	XP_006561188	protein_coding		RefSeq	False	False
XM_392567	LOC409039	CM009932.2	+	11	6504	5454	159	891	protein_coding		RefSeq	XP_392567	protein_coding		RefSeq	True	False
XM_016910732	LOC408711	CM009932.2	+	3	890	504	141	245	protein_coding		RefSeq	XP_016766221	protein_coding		RefSeq	True	False
XM_392247	LOC408711	CM009932.2	+	4	790	504	141	145	protein_coding		RefSeq	XP_392247	protein_coding		RefSeq	False	False
XR_412302	LOC102655454	CM009932.2	+	2	334	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_026438857	LOC409821	CM009932.2	+	143	29710	28689	553	468	protein_coding		RefSeq	XP_026294642	protein_coding		RefSeq	False	False
XM_026438860	LOC409821	CM009932.2	+	143	29707	28683	556	468	protein_coding		RefSeq	XP_026294645	protein_coding		RefSeq	False	False
XM_026438902	LOC409821	CM009932.2	+	140	29074	28050	556	468	protein_coding		RefSeq	XP_026294687	protein_coding		RefSeq	False	False
XM_026438856	LOC409821	CM009932.2	+	143	29713	28689	556	468	protein_coding		RefSeq	XP_026294641	protein_coding		RefSeq	True	False
XM_026438871	LOC409821	CM009932.2	+	142	29656	28632	556	468	protein_coding		RefSeq	XP_026294656	protein_coding		RefSeq	False	False
XM_026438880	LOC409821	CM009932.2	+	141	29599	28575	556	468	protein_coding		RefSeq	XP_026294665	protein_coding		RefSeq	False	False
XM_026438869	LOC409821	CM009932.2	+	142	29656	28632	556	468	protein_coding		RefSeq	XP_026294654	protein_coding		RefSeq	False	False
XM_026438892	LOC409821	CM009932.2	+	140	29542	28518	556	468	protein_coding		RefSeq	XP_026294677	protein_coding		RefSeq	False	False
XM_026438882	LOC409821	CM009932.2	+	141	29599	28575	556	468	protein_coding		RefSeq	XP_026294667	protein_coding		RefSeq	False	False
XM_026438867	LOC409821	CM009932.2	+	142	29656	28632	556	468	protein_coding		RefSeq	XP_026294652	protein_coding		RefSeq	False	False
XM_026438889	LOC409821	CM009932.2	+	142	29557	28533	556	468	protein_coding		RefSeq	XP_026294674	protein_coding		RefSeq	False	False
XM_026438893	LOC409821	CM009932.2	+	139	29485	28461	556	468	protein_coding		RefSeq	XP_026294678	protein_coding		RefSeq	False	False
XM_026438895	LOC409821	CM009932.2	+	139	29485	28461	556	468	protein_coding		RefSeq	XP_026294680	protein_coding		RefSeq	False	False
XM_026438863	LOC409821	CM009932.2	+	142	29671	28647	556	468	protein_coding		RefSeq	XP_026294648	protein_coding		RefSeq	False	False
XM_026438888	LOC409821	CM009932.2	+	140	29569	28545	556	468	protein_coding		RefSeq	XP_026294673	protein_coding		RefSeq	False	False
XM_026438865	LOC409821	CM009932.2	+	142	29668	28644	556	468	protein_coding		RefSeq	XP_026294650	protein_coding		RefSeq	False	False
XM_026438876	LOC409821	CM009932.2	+	142	29650	28626	556	468	protein_coding		RefSeq	XP_026294661	protein_coding		RefSeq	False	False
XM_026438898	LOC409821	CM009932.2	+	138	29428	28404	556	468	protein_coding		RefSeq	XP_026294683	protein_coding		RefSeq	False	False
XM_026438870	LOC409821	CM009932.2	+	142	29656	28632	556	468	protein_coding		RefSeq	XP_026294655	protein_coding		RefSeq	False	False
XM_026438873	LOC409821	CM009932.2	+	142	29656	28632	556	468	protein_coding		RefSeq	XP_026294658	protein_coding		RefSeq	False	False
XM_026438884	LOC409821	CM009932.2	+	141	29599	28575	556	468	protein_coding		RefSeq	XP_026294669	protein_coding		RefSeq	False	False
XM_026438859	LOC409821	CM009932.2	+	143	29710	28686	556	468	protein_coding		RefSeq	XP_026294644	protein_coding		RefSeq	False	False
XM_026438887	LOC409821	CM009932.2	+	141	29599	28575	556	468	protein_coding		RefSeq	XP_026294672	protein_coding		RefSeq	False	False
XM_026438900	LOC409821	CM009932.2	+	140	29293	28269	556	468	protein_coding		RefSeq	XP_026294685	protein_coding		RefSeq	False	False
